fdc_id,food_name,food_group,calcium_mg,carbohydrate_g,cholesterol_mg,choline_mg,copper_mg,energy_kcal,saturated_fat_g,trans_fat_g,fiber_g,fluoride_mg,folate_mg,iron_mg,magnesium_mg,manganese_mg,vitamin_b3_niacin_mg,vitamin_b5_pantothenic_acid_mg,phosphorus_mg,potassium_mg,protein_g,vitamin_b2_riboflavin_mg,selenium_mg,sodium_mg,sugar_g,vitamin_b1_thiamin_mg,fat_g,vitamin_a_rae_mg,vitamin_b12_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mg,vitamin_e_mg,vitamin_k_mg,water_g,zinc_mg,consumption_label,cuisine_label,suitable_for_cvd_cholesterol,food_name_original
169320,Raw Yellow Snap Beans,Vegetables and Vegetable Products,37.0,7.13,0.0,15.3,0.069,31.0,0.026,0.0,3.4,0.0,0.037,1.04,25.0,0.214,0.752,0.094,38.0,209.0,1.82,0.105,0.0006,6.0,3.27,0.084,0.12,0.0,0.0,0.074,16.3,0.0,0.41,0.0432,90.27,0.24,Side Dish,Generic,True,"Beans, snap, yellow, raw"
169321,Green Beans,Vegetables and Vegetable Products,44.0,7.88,0.0,16.9,0.057,35.0,0.064,0.0,3.2,0.0,0.033,0.65,18.0,0.285,0.614,0.074,29.0,146.0,1.89,0.097,0.0002,239.0,3.63,0.074,0.28,0.035,0.0,0.056,9.7,0.0,0.46,0.0479,89.22,0.25,Side Dish,Generic,True,"Beans, snap, green, cooked, boiled, drained, with salt"
169322,Cooked Yellow Snap Beans,Vegetables and Vegetable Products,46.0,7.88,0.0,16.9,0.103,35.0,0.064,0.0,3.3,0.0,0.033,1.28,25.0,0.294,0.614,0.074,39.0,299.0,1.89,0.097,0.0004,3.0,3.63,0.074,0.28,0.004,0.0,0.056,9.7,0.0,0.46,0.0479,89.22,0.36,Side Dish,Generic,True,"Beans, snap, yellow, cooked, boiled, drained, without salt"
169323,Yellow Snap Beans,Vegetables and Vegetable Products,46.0,7.88,0.0,16.9,0.103,35.0,0.064,0.0,3.3,0.0,0.033,1.28,25.0,0.294,0.614,0.074,39.0,299.0,1.89,0.097,0.0004,239.0,3.63,0.074,0.28,0.004,0.0,0.056,9.7,0.0,0.46,0.0479,89.22,0.36,Side Dish,Generic,True,"Beans, snap, yellow, cooked, boiled, drained, with salt"
169325,Cooked Green Snap Beans,Vegetables and Vegetable Products,42.0,6.45,0.0,13.5,0.059,28.0,0.044,0.0,3.0,0.0,0.023,0.66,19.0,0.288,0.383,0.049,29.0,159.0,1.49,0.09,0.0004,245.0,1.88,0.035,0.17,0.023,0.0,0.06,4.1,0.0,0.04,0.0381,91.42,0.24,Side Dish,Mediterranean,True,"Beans, snap, green, frozen, cooked, boiled, drained, with salt"
169326,Cooked Yellow Snap Beans,Vegetables and Vegetable Products,49.0,6.45,0.0,13.5,0.061,28.0,0.044,0.0,3.0,0.0,0.023,0.88,24.0,0.323,0.383,0.049,31.0,126.0,1.49,0.09,0.0004,9.0,1.88,0.035,0.17,0.006,0.0,0.06,4.1,0.0,0.04,0.0381,91.42,0.48,Side Dish,Mediterranean,True,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt"
169327,Cooked Yellow Snap Beans,Vegetables and Vegetable Products,49.0,6.45,0.0,13.5,0.061,28.0,0.044,0.0,3.0,0.0,0.023,0.88,24.0,0.323,0.383,0.049,31.0,126.0,1.49,0.09,0.0004,245.0,1.88,0.035,0.17,0.006,0.0,0.06,4.1,0.0,0.04,0.0381,91.42,0.48,Side Dish,Mediterranean,True,"Beans, snap, yellow, frozen, cooked, boiled, drained, with salt"
169328,Cooked Broad Beans,Vegetables and Vegetable Products,18.0,10.1,0.0,0.0,0.06,62.0,0.142,0.0,0.0,0.0,0.058,1.5,31.0,0.261,1.2,0.066,73.0,193.0,4.8,0.09,0.001,277.0,0.0,0.128,0.5,0.014,0.0,0.029,19.8,0.0,0.0,0.0,83.7,0.47,Side Dish,Mediterranean,True,"Broadbeans, immature seeds, cooked, boiled, drained, with salt"
169329,Raw Broccoli Leaves,Vegetables and Vegetable Products,48.0,5.06,0.0,0.0,0.045,28.0,0.054,0.0,2.3,0.0,0.071,0.88,25.0,0.229,0.638,0.535,66.0,325.0,2.98,0.119,0.003,27.0,1.48,0.065,0.35,0.0,0.0,0.159,93.2,0.0,0.0,0.0,90.69,0.4,Side Dish,Generic,True,"Broccoli, leaves, raw"
169330,Raw Broccoli,Vegetables and Vegetable Products,48.0,5.06,0.0,0.0,0.045,28.0,0.054,0.0,2.3,0.0,0.071,0.88,25.0,0.229,0.638,0.535,66.0,325.0,2.98,0.119,0.003,27.0,1.48,0.065,0.35,0.0,0.0,0.159,93.2,0.0,0.0,0.0,90.69,0.4,Side Dish,Generic,True,"Broccoli, flower clusters, raw"
169331,Raw Broccoli Stalks,Vegetables and Vegetable Products,48.0,5.24,0.0,0.0,0.045,28.0,0.054,0.0,0.0,0.0,0.071,0.88,25.0,0.229,0.638,0.535,66.0,325.0,2.98,0.119,0.003,27.0,0.0,0.065,0.35,0.02,0.0,0.159,93.2,0.0,0.0,0.0,90.69,0.4,Side Dish,Generic,True,"Broccoli, stalks, raw"
169332,Cooked Brussels Sprouts,Vegetables and Vegetable Products,26.0,8.32,0.0,18.1,0.034,42.0,0.081,0.0,4.1,0.0,0.101,0.48,18.0,0.206,0.537,0.342,56.0,290.0,3.64,0.113,0.0006,259.0,2.08,0.103,0.39,0.046,0.0,0.289,45.7,0.0,0.51,0.1935,86.74,0.24,Side Dish,Asian,True,"Brussels sprouts, frozen, cooked, boiled, drained, with salt"
169333,Burdock Root,Vegetables and Vegetable Products,49.0,21.15,0.0,0.0,0.089,88.0,0.0,0.0,1.8,0.0,0.02,0.77,39.0,0.27,0.32,0.353,93.0,360.0,2.09,0.058,0.0009,240.0,3.55,0.039,0.14,0.0,0.0,0.279,2.6,0.0,0.46,0.002,75.64,0.38,Side Dish,Mediterranean,True,"Burdock root, cooked, boiled, drained, with salt"
169334,Salted Butterbur,Vegetables and Vegetable Products,59.0,2.16,0.0,0.0,0.059,8.0,0.0,0.0,0.0,0.0,0.004,0.1,8.0,0.156,0.1,0.018,7.0,354.0,0.23,0.01,0.0009,240.0,0.0,0.01,0.02,0.001,0.0,0.052,18.9,0.0,0.0,0.0,96.7,0.09,Side Dish,Western,True,"Butterbur, cooked, boiled, drained, with salt"
169335,Fresh Cabbage,Vegetables and Vegetable Products,47.0,5.37,0.0,0.0,0.023,24.0,0.023,0.0,2.3,0.0,0.057,0.56,15.0,0.159,0.3,0.14,23.0,246.0,1.21,0.03,0.0009,18.0,0.0,0.05,0.18,0.006,0.0,0.095,51.0,0.0,0.0,0.0,92.52,0.18,Side Dish,Mediterranean,True,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw"
169336,Raw Cabbage,Vegetables and Vegetable Products,47.0,5.37,0.0,0.0,0.023,24.0,0.023,0.0,2.3,0.0,0.057,0.56,15.0,0.159,0.3,0.14,23.0,246.0,1.21,0.03,0.0009,18.0,0.0,0.05,0.18,0.006,0.0,0.095,42.0,0.0,0.0,0.0,92.52,0.18,Side Dish,Mediterranean,True,"Cabbage, common (danish, domestic, and pointed types), stored, raw"
169337,Cooked Chinese Cabbage,Vegetables and Vegetable Products,32.0,2.41,0.0,0.0,0.029,14.0,0.036,0.0,1.7,0.0,0.053,0.3,10.0,0.153,0.5,0.08,39.0,225.0,1.5,0.044,0.0004,245.0,0.0,0.044,0.17,0.048,0.0,0.177,15.8,0.0,0.0,0.0,95.24,0.18,Side Dish,Asian,True,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt"
169338,Cooked Cardoon,Vegetables and Vegetable Products,72.0,4.74,0.0,0.0,0.029,20.0,0.012,0.0,1.7,0.0,0.022,0.73,43.0,0.133,0.294,0.097,23.0,392.0,0.76,0.031,0.001,412.0,0.0,0.018,0.11,0.0,0.0,0.042,1.7,0.0,0.0,0.0,93.46,0.18,Side Dish,Mediterranean,True,"Cardoon, cooked, boiled, drained, with salt"
169339,Boiled Carrots,Vegetables and Vegetable Products,30.0,8.22,0.0,8.8,0.017,35.0,0.037,0.0,3.0,0.0475,0.002,0.34,10.0,0.155,0.645,0.232,30.0,235.0,0.76,0.044,0.0007,302.0,3.45,0.066,0.18,0.852,0.0,0.153,3.6,0.0,1.03,0.0137,90.17,0.2,Side Dish,Western,True,"Carrots, cooked, boiled, drained, with salt"
169340,Canned Carrots,Vegetables and Vegetable Products,31.0,5.36,0.0,6.3,0.103,23.0,0.024,0.0,1.8,0.0,0.008,0.52,9.0,0.45,0.421,0.139,20.0,158.0,0.59,0.027,0.0004,34.0,2.46,0.019,0.14,0.558,0.0,0.112,2.0,0.0,0.73,0.0098,92.99,0.29,Side Dish,Mediterranean,True,"Carrots, canned, no salt added, solids and liquids"
169341,Celeriac,Vegetables and Vegetable Products,26.0,5.9,0.0,0.0,0.043,27.0,0.0,0.0,0.0,0.0,0.003,0.43,12.0,0.096,0.427,0.203,66.0,173.0,0.96,0.037,0.0004,297.0,0.0,0.027,0.19,0.0,0.0,0.101,3.6,0.0,0.0,0.0,92.3,0.2,Side Dish,Mediterranean,True,"Celeriac, cooked, boiled, drained, with salt"
169342,Boiled Celery,Vegetables and Vegetable Products,42.0,4.0,0.0,7.9,0.036,18.0,0.04,0.0,1.6,0.0,0.022,0.42,12.0,0.106,0.319,0.195,25.0,284.0,0.83,0.047,0.001,327.0,2.37,0.043,0.16,0.026,0.0,0.086,6.1,0.0,0.35,0.0378,94.11,0.14,Side Dish,Mediterranean,True,"Celery, cooked, boiled, drained, with salt"
169343,Cooked Swiss Chard,Vegetables and Vegetable Products,58.0,4.13,0.0,28.7,0.163,20.0,0.0,0.0,2.1,0.0,0.009,2.26,86.0,0.334,0.36,0.163,33.0,549.0,1.88,0.086,0.0009,415.0,1.1,0.034,0.08,0.306,0.0,0.085,18.0,0.0,1.89,0.3273,92.65,0.33,Side Dish,Asian,True,"Chard, swiss, cooked, boiled, drained, with salt"
169344,Cooked Chayote,Vegetables and Vegetable Products,13.0,4.5,0.0,10.5,0.11,22.0,0.031,0.0,2.8,0.0,0.018,0.22,12.0,0.169,0.42,0.408,29.0,173.0,0.62,0.04,0.0003,237.0,1.89,0.026,0.48,0.0,0.0,0.118,8.0,0.0,0.14,0.0047,93.43,0.31,Side Dish,Generic,True,"Chayote, fruit, cooked, boiled, drained, with salt"
169345,Yellow Sweet Corn,Vegetables and Vegetable Products,4.0,13.86,0.0,16.6,0.028,61.0,0.077,0.0,1.7,0.018,0.038,0.36,15.0,0.082,0.884,0.522,46.0,136.0,1.95,0.015,0.0005,12.0,4.15,0.015,0.77,0.002,0.0,0.037,2.6,0.0,0.03,0.0,82.61,0.39,Side Dish,Western,True,"Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)"
169346,Creamed Sweet Corn,Vegetables and Vegetable Products,3.0,18.13,0.0,20.3,0.052,72.0,0.065,0.0,1.2,0.0,0.045,0.38,17.0,0.039,0.96,0.18,51.0,134.0,1.74,0.053,0.0004,3.0,3.23,0.025,0.42,0.004,0.0,0.063,4.6,0.0,0.07,0.0,78.73,0.53,Side Dish,Western,True,"Corn, sweet, yellow, canned, cream style, no salt added"
169347,No Salt Added Sweet Corn,Vegetables and Vegetable Products,5.0,19.44,0.0,22.4,0.048,79.0,0.077,0.0,2.0,0.0,0.049,0.42,23.0,0.067,1.167,0.675,64.0,186.0,2.41,0.073,0.0007,3.0,5.59,0.041,0.5,0.004,0.0,0.055,8.1,0.0,0.04,0.0,76.58,0.46,Side Dish,Western,True,"Corn, sweet, yellow, canned, vacuum pack, no salt added"
169348,Sweet Corn,Vegetables and Vegetable Products,3.0,18.71,0.0,0.0,0.048,79.0,0.066,0.0,2.4,0.0,0.035,0.47,28.0,0.155,1.311,0.151,79.0,233.0,2.55,0.062,0.0007,245.0,3.07,0.03,0.67,0.01,0.0,0.099,3.5,0.0,0.07,0.0003,77.03,0.63,Side Dish,Western,True,"Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt"
169349,Sweet Corn on the Cob,Vegetables and Vegetable Products,3.0,22.33,0.0,0.0,0.046,94.0,0.114,0.0,2.8,0.0,0.031,0.61,29.0,0.142,1.517,0.25,75.0,251.0,3.11,0.069,0.0007,240.0,3.59,0.174,0.74,0.012,0.0,0.224,4.8,0.0,0.08,0.0004,73.2,0.63,Side Dish,Mediterranean,True,"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt"
169350,Cooked Garden Cress,Vegetables and Vegetable Products,61.0,3.8,0.0,13.8,0.114,23.0,0.02,0.0,0.7,0.0,0.037,0.8,26.0,0.372,0.8,0.163,48.0,353.0,1.9,0.16,0.0009,244.0,3.11,0.06,0.6,0.232,0.0,0.157,23.0,0.0,0.5,0.3833999999999999,92.5,0.15,Side Dish,Mediterranean,True,"Cress, garden, cooked, boiled, drained, with salt"
169351,Cooked Dandelion Greens,Vegetables and Vegetable Products,140.0,6.4,0.0,27.6,0.115,33.0,0.0,0.0,2.9,0.0,0.013,1.8,24.0,0.23,0.514,0.057,42.0,232.0,2.0,0.175,0.0003,280.0,1.62,0.13,0.6,0.727,0.0,0.16,18.0,0.0,0.6,0.3589,89.8,0.28,Side Dish,Asian,True,"Dandelion greens, cooked, boiled, drained, with salt"
169352,Boiled Eggplant,Vegetables and Vegetable Products,6.0,8.14,0.0,9.4,0.059,33.0,0.044,0.0,2.5,0.0,0.014,0.25,11.0,0.113,0.6,0.075,15.0,123.0,0.83,0.02,0.0001,239.0,3.2,0.076,0.23,0.002,0.0,0.086,1.3,0.0,0.41,0.0029,89.67,0.12,Side Dish,Mediterranean,True,"Eggplant, cooked, boiled, drained, with salt"
169353,Boiled White Gourd,Vegetables and Vegetable Products,24.0,3.1,0.0,0.0,0.026,13.0,0.002,0.0,1.2,0.0,0.004,0.25,11.0,0.066,0.39,0.144,13.0,170.0,0.6,0.022,0.0002,238.0,0.0,0.029,0.02,0.0,0.0,0.038,8.5,0.0,0.0,0.0,95.32,0.7,Side Dish,Asian,True,"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt"
169354,Cooked Jute,Vegetables and Vegetable Products,211.0,7.29,0.0,12.8,0.255,37.0,0.03,0.0,2.0,0.0,0.104,3.14,62.0,0.123,0.89,0.072,72.0,550.0,3.68,0.192,0.0009,247.0,1.0,0.091,0.2,0.259,0.0,0.57,33.0,0.0,0.07,0.108,87.15,0.79,Side Dish,Mediterranean,True,"Jute, potherb, cooked, boiled, drained, with salt"
169357,Cooked Kohlrabi,Vegetables and Vegetable Products,25.0,6.69,0.0,13.2,0.132,29.0,0.014,0.0,1.1,0.0,0.012,0.4,19.0,0.142,0.39,0.16,45.0,340.0,1.8,0.02,0.0008,257.0,2.8,0.04,0.11,0.002,0.0,0.154,54.0,0.0,0.52,0.0001,90.3,0.31,Side Dish,Generic,True,"Kohlrabi, cooked, boiled, drained, with salt"
169358,Boiled Jicama,Vegetables and Vegetable Products,11.0,8.23,0.0,0.0,0.046,36.0,0.0,0.0,0.0,0.0,0.008,0.57,11.0,0.057,0.19,0.121,16.0,135.0,0.72,0.028,0.0007,242.0,0.0,0.017,0.09,0.0,0.0,0.04,14.1,0.0,0.0,0.0,90.07,0.15,Side Dish,Generic,True,"Yambean (jicama), cooked, boiled, drained, with salt"
169359,Boiled Yardlong Beans,Vegetables and Vegetable Products,44.0,9.17,0.0,0.0,0.047,47.0,0.026,0.0,0.0,0.0,0.045,0.98,42.0,0.201,0.63,0.051,57.0,290.0,2.53,0.099,0.0015,240.0,0.0,0.085,0.1,0.023,0.0,0.024,16.2,0.0,0.0,0.0,87.47,0.36,Side Dish,Asian,True,"Yardlong bean, cooked, boiled, drained, with salt"
169360,Sweet Corn,Vegetables and Vegetable Products,4.0,15.41,0.0,0.0,0.056,64.0,0.077,0.0,0.7,0.0,0.038,0.41,16.0,0.033,0.939,0.522,51.0,164.0,1.95,0.061,0.0006,12.0,0.0,0.026,0.5,0.0,0.0,0.037,5.5,0.0,0.0,0.0,81.34,0.36,Side Dish,Western,True,"Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids"
169361,Canned Sweet Corn,Vegetables and Vegetable Products,3.0,14.34,0.0,17.8,0.033,67.0,0.245,0.0,2.0,0.0,0.039,0.27,13.0,0.067,1.005,0.209,46.0,132.0,2.29,0.089,0.0007,205.0,4.44,0.039,1.22,0.0,0.0,0.037,1.8,0.0,0.09,0.0,81.41,0.32,Side Dish,Western,True,"Corn, sweet, white, canned, whole kernel, drained solids"
169362,Creamed Corn,Vegetables and Vegetable Products,4.0,18.62,0.0,20.3,0.022,74.0,0.065,0.0,1.2,0.028,0.045,0.31,15.0,0.068,0.96,0.18,40.0,119.0,1.74,0.053,0.0004,261.0,6.09,0.025,0.42,0.0,0.0,0.063,4.6,0.0,0.07,0.0,78.24,0.56,Side Dish,Western,True,"Corn, sweet, white, canned, cream style, regular pack"
169363,Cream Style Sweet Corn,Vegetables and Vegetable Products,3.0,18.13,0.0,20.3,0.052,72.0,0.065,0.0,1.2,0.0,0.045,0.38,17.0,0.039,0.96,0.18,51.0,134.0,1.74,0.053,0.0006,3.0,2.21,0.025,0.42,0.0,0.0,0.063,4.6,0.0,0.06,0.0003,78.73,0.53,Side Dish,Western,True,"Corn, sweet, white, canned, cream style, no salt added"
169364,Sweet Corn,Vegetables and Vegetable Products,4.0,19.56,0.0,22.0,0.037,80.0,0.066,0.0,2.4,0.0,0.031,0.35,19.0,0.127,1.299,0.18,57.0,147.0,2.75,0.071,0.0007,245.0,3.12,0.083,0.43,0.0,0.0,0.129,3.1,0.0,0.07,0.0003,76.73,0.4,Side Dish,Western,True,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt"
169366,Sweet Corn on the Cob,Vegetables and Vegetable Products,3.0,22.33,0.0,0.0,0.046,94.0,0.114,0.0,2.1,0.0,0.031,0.61,29.0,0.142,1.517,0.25,75.0,251.0,3.11,0.069,0.0007,4.0,0.0,0.174,0.74,0.0,0.0,0.224,4.8,0.0,0.0,0.0,73.2,0.63,Side Dish,Western,True,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt"
169367,Cooked Sweet Corn,Vegetables and Vegetable Products,3.0,22.33,0.0,0.0,0.046,94.0,0.114,0.0,2.8,0.0,0.031,0.61,29.0,0.142,1.517,0.25,75.0,251.0,3.11,0.069,0.0007,240.0,0.0,0.174,0.74,0.0,0.0,0.224,4.8,0.0,0.0,0.0,73.2,0.63,Side Dish,Asian,True,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, with salt"
169369,Cooked Sprouted Soybeans,Vegetables and Vegetable Products,59.0,6.53,0.0,0.0,0.33,81.0,0.617,0.0,0.8,0.0,0.08,1.31,60.0,0.71,1.092,0.743,135.0,355.0,8.47,0.053,0.0006,246.0,0.43,0.205,4.45,0.002,0.0,0.105,8.3,0.0,0.21,0.033,79.45,1.04,Side Dish,Asian,True,"Soybeans, mature seeds, sprouted, cooked, steamed, with salt"
169370,Stir-Fried Sprouted Soybeans,Vegetables and Vegetable Products,82.0,9.4,0.0,0.0,0.527,125.0,0.0,0.0,0.8,0.0,0.127,0.4,96.0,1.133,1.1,1.186,216.0,567.0,13.1,0.19,0.0006,250.0,0.0,0.42,7.1,0.001,0.0,0.168,12.0,0.0,0.0,0.0,67.2,2.1,Side Dish,Generic,True,"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt"
169371,Boiled Dock,Vegetables and Vegetable Products,38.0,2.93,0.0,0.0,0.114,20.0,0.0,0.0,0.0,0.0,0.008,2.08,89.0,0.303,0.411,0.036,52.0,321.0,1.83,0.086,0.0009,239.0,0.0,0.034,0.64,0.174,0.0,0.1,26.3,0.0,0.0,0.0,93.6,0.17,Side Dish,Generic,True,"Dock, cooked, boiled, drained, with salt"
169372,Mashed Potatoes,Vegetables and Vegetable Products,49.0,15.02,4.0,0.0,0.016,113.0,1.46,0.0,2.3,0.0,0.007,0.22,18.0,0.114,0.67,0.12,56.0,233.0,1.9,0.05,0.0005,332.0,0.0,0.111,5.6,0.046,0.0,0.009,9.7,0.0,0.0,0.0,76.3,0.18,Side Dish,Western,True,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added"
169373,Freeze-Dried Red Bell Peppers,Vegetables and Vegetable Products,134.0,68.7,0.0,0.0,1.389,314.0,0.447,0.0,21.3,0.0,0.229,10.4,188.0,1.897,7.4,0.488,327.0,3170.0,17.9,1.2,0.0037,193.0,40.77,1.2,3.0,3.863,0.0,2.223,1900.0,0.0,4.0,0.1142,2.0,2.41,Side Dish,Western,True,"Peppers, sweet, red, freeze-dried"
169374,Canned Yellow Snap Beans,Vegetables and Vegetable Products,26.0,4.5,0.0,10.5,0.038,20.0,0.022,0.0,1.3,0.0,0.032,0.9,13.0,0.2,0.201,0.129,19.0,109.0,1.15,0.056,0.0004,251.0,0.78,0.015,0.1,0.005,0.0,0.037,4.8,0.0,0.29,0.0392999999999999,93.3,0.29,Side Dish,Western,True,"Beans, snap, yellow, canned, regular pack, drained solids"
169375,Canned Yellow Snap Beans,Vegetables and Vegetable Products,26.0,4.5,0.0,0.0,0.038,20.0,0.022,0.0,1.3,0.0,0.032,0.9,13.0,0.2,0.201,0.129,19.0,109.0,1.15,0.056,0.0004,2.0,0.78,0.015,0.1,0.018,0.0,0.037,4.8,0.0,0.03,0.0389,93.3,0.29,Side Dish,Generic,True,"Beans, snap, yellow, canned, no salt added, drained solids"
169376,Raw White Mushrooms,Vegetables and Vegetable Products,3.0,3.26,0.0,17.3,0.318,22.0,0.05,0.0,1.0,0.0,0.017,0.5,9.0,0.047,3.607,1.497,86.0,318.0,3.09,0.402,0.0093,5.0,1.98,0.081,0.34,0.0,0.0,0.104,2.1,0.0262,0.01,0.0,92.45,0.52,Side Dish,Generic,True,"Mushroom, white, exposed to ultraviolet light, raw"
169377,Grilled Portabella Mushrooms,Vegetables and Vegetable Products,3.0,4.44,0.0,32.8,0.389,29.0,0.028,0.0,2.2,0.0,0.0,0.4,13.0,0.067,6.255,1.262,135.0,437.0,3.28,0.403,0.0219,11.0,2.26,0.072,0.58,0.0,0.0,0.122,0.0,0.0131,0.0,0.0,90.66,0.65,Side Dish,Western,True,"Mushrooms, portabella, exposed to ultraviolet light, grilled"
169378,Sweet Pickles,Vegetables and Vegetable Products,61.0,21.15,0.0,3.1,0.028,91.0,0.067,0.0,1.0,0.0,0.001,0.25,7.0,0.065,0.115,0.051,18.0,100.0,0.58,0.03,0.0,457.0,18.27,0.025,0.41,0.038,0.0,0.024,0.7,0.0,0.36,0.0471,76.2,0.12,Side Dish,Western,True,"Pickles, cucumber, sweet (includes bread and butter pickles)"
169379,Sour Pickles,Vegetables and Vegetable Products,0.0,2.26,0.0,3.6,0.085,11.0,0.052,0.0,1.2,0.0,0.001,0.4,4.0,0.011,0.0,0.038,14.0,23.0,0.33,0.01,0.0,1208.0,1.06,0.0,0.2,0.01,0.0,0.009,1.0,0.0,0.09,0.047,94.08,0.02,Side Dish,Western,True,"Pickles, cucumber, sour"
169380,Sweet Low Sodium Pickles,Vegetables and Vegetable Products,4.0,33.73,0.0,4.5,0.105,122.0,0.067,0.0,1.1,0.0,0.001,0.59,4.0,0.015,0.174,0.12,12.0,32.0,0.37,0.032,0.0,18.0,26.68,0.009,0.26,0.056,0.0,0.015,1.2,0.0,0.53,0.0767,65.26,0.08,Side Dish,Western,True,"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)"
169381,Low Sodium Ketchup,Vegetables and Vegetable Products,15.0,27.4,0.0,12.5,0.085,101.0,0.014,0.0,0.3,0.0,0.009,0.35,13.0,0.084,1.434,0.047,26.0,281.0,1.04,0.166,0.0007,20.0,21.27,0.011,0.1,0.026,0.0,0.158,4.1,0.0,1.46,0.003,68.51,0.17,Side Dish,Asian,True,"Catsup, low sodium"
169382,Raw Enoki Mushrooms,Vegetables and Vegetable Products,0.0,7.81,0.0,47.7,0.107,37.0,0.027,0.0,2.7,0.0,0.048,1.15,16.0,0.075,7.032,1.35,105.0,359.0,2.66,0.2,0.0022,3.0,0.22,0.225,0.29,0.0,0.0,0.1,0.0,0.0001,0.01,0.0,88.34,0.65,Side Dish,Generic,True,"Mushrooms, enoki, raw"
169383,Raw Yellow Bell Peppers,Vegetables and Vegetable Products,11.0,6.32,0.0,0.0,0.107,27.0,0.031,0.0,0.9,0.0,0.026,0.46,12.0,0.117,0.89,0.168,24.0,212.0,1.0,0.025,0.0003,2.0,0.0,0.028,0.21,0.01,0.0,0.168,183.5,0.0,0.0,0.0,92.02,0.17,Side Dish,Generic,True,"Peppers, sweet, yellow, raw"
169384,Sun-Dried Tomatoes,Vegetables and Vegetable Products,47.0,23.33,0.0,0.0,0.473,213.0,1.893,0.0,5.8,0.0,0.023,2.68,81.0,0.466,3.63,0.479,139.0,1565.0,5.06,0.383,0.003,266.0,0.0,0.193,14.08,0.064,0.0,0.319,101.8,0.0,0.0,0.0,53.83,0.78,Side Dish,Generic,True,"Tomatoes, sun-dried, packed in oil, drained"
169385,Raw Fennel Bulb,Vegetables and Vegetable Products,49.0,7.3,0.0,13.2,0.066,31.0,0.09,0.0,3.1,0.0,0.027,0.73,17.0,0.191,0.64,0.232,50.0,414.0,1.24,0.032,0.0007,52.0,3.93,0.01,0.2,0.048,0.0,0.047,12.0,0.0,0.58,0.0628,90.21,0.2,Side Dish,Generic,True,"Fennel, bulb, raw"
169387,Raw Arugula,Vegetables and Vegetable Products,160.0,3.65,0.0,15.3,0.076,25.0,0.086,0.0,1.6,0.0,0.097,1.46,47.0,0.321,0.305,0.437,52.0,369.0,2.58,0.086,0.0003,27.0,2.05,0.044,0.66,0.119,0.0,0.073,15.0,0.0,0.43,0.1086,91.71,0.47,Side Dish,Generic,True,"Arugula, raw"
169389,Raw Green Cauliflower,Vegetables and Vegetable Products,33.0,6.09,0.0,57.1,0.041,31.0,0.047,0.0,3.2,0.0,0.057,0.73,20.0,0.247,0.734,0.696,62.0,300.0,2.95,0.102,0.0006,23.0,3.03,0.08,0.3,0.008,0.0,0.222,88.1,0.0,0.04,0.0202,89.79,0.64,Side Dish,Generic,True,"Cauliflower, green, raw"
169390,Cooked Green Cauliflower,Vegetables and Vegetable Products,32.0,6.28,0.0,58.8,0.04,32.0,0.043,0.0,3.3,0.0,0.041,0.72,19.0,0.242,0.681,0.681,57.0,278.0,3.04,0.1,0.0008,23.0,3.12,0.07,0.31,0.007,0.0,0.206,72.6,0.0,0.04,0.0208,89.47,0.63,Side Dish,Generic,True,"Cauliflower, green, cooked, no salt added"
169391,Cooked Green Cauliflower,Vegetables and Vegetable Products,32.0,6.28,0.0,0.0,0.04,32.0,0.049,0.0,3.3,0.0,0.041,0.72,19.0,0.242,0.681,0.681,57.0,278.0,3.04,0.1,0.0008,259.0,0.0,0.07,0.31,0.007,0.0,0.206,72.6,0.0,0.0,0.0,89.47,0.63,Side Dish,Generic,True,"Cauliflower, green, cooked, with salt"
169392,Cooked Chinese Broccoli,Vegetables and Vegetable Products,100.0,3.81,0.0,25.3,0.061,22.0,0.11,0.0,2.5,0.0,0.099,0.56,18.0,0.264,0.437,0.159,41.0,261.0,1.14,0.146,0.0013,7.0,0.84,0.095,0.72,0.082,0.0,0.07,28.2,0.0,0.48,0.0848,93.54,0.39,Side Dish,Asian,True,"Broccoli, chinese, cooked"
